,Wellhead Temp. (C),Wellhead Press (psi),MMCFD- gas,BOPD (barrel of oil produced per day),BWPD (barrel of water produced per day),BSW - basic solid and water (%),CO2 mol. (%) @ 25 C & 1 Atm.,Gas Grav.,CR-corrosion defect
19,50.6223,885.628,4.4141,699.7231,7607.6497,28.3924,1.6276,0.8889,0.13776048222915882
20,61.1388,724.6853,5.9017,1992.2462,1075.1721,31.8864,0.9849,0.8036,0.3998441667773555
21,45.6454,437.2705,5.7664,983.2592,9272.3486,65.3293,2.3614,0.7746,0.11687160169481348
22,50.6523,2141.7199,5.8816,970.1491,7208.7565,49.1568,1.2989,0.763,0.3093833636693367
23,53.0867,397.99300000000005,11.879000000000001,1457.1226,5419.4199,59.7001,1.6133,0.7402,0.048981416370941167
24,56.0291,1806.5094,9.4183,1632.3385,1474.3758,14.2409,2.5138,0.7192,0.3374471134421692
25,66.8238,676.5089999999999,6.9017,1060.595,4820.184,70.2732,4.2031,0.7228,0.2170105879778542
26,47.6193,2147.3812,2.8107,548.4752,2462.0411,28.6865,3.1554,0.7709,0.21335067798890017
27,57.9369,2109.7741,0.6132,1643.5774,2380.5608,55.3782,1.6907,0.7726,0.23062781857182912
28,60.5012,1647.4768,4.018,756.705,7733.3739,10.3514,2.0628,0.7954,0.22785330863419434
29,42.5936,1682.9539,2.0903,472.3299,3570.5732,28.7782,2.1487,0.8417,0.25583022960059737
30,60.9975,392.412,13.8261,1366.1962,4220.4648,57.9635,1.2347,0.8788,0.2351325450772147
31,46.6632,2287.9542,2.1773,306.5747,7857.9699,24.57,1.2601,0.7548,0.1726307021299057
32,43.2037,2080.8178,12.7664,2031.3397,854.7495,78.5922,1.2157,0.8787,0.1940460366879394
33,72.1934,2114.2448,6.9058,1367.6785,5554.8879,59.0653,2.5669,0.7418,0.22154576120760933
34,72.7427,1657.8171,1.5002,2059.814,5402.7799,77.6979,3.1189999999999998,0.9294,0.18112041708804444
35,67.5854,1049.2944,14.2984,793.0098,3983.9011,35.3712,2.8168,0.774,0.12342588184089812
36,51.0613,2111.4242,10.2634,2031.0509,7735.6496,3.1591,4.2178,0.8959999999999999,0.4965389169761728
37,44.2736,946.209,4.311,414.4751,8784.6424,51.4814,1.1342,0.7532,0.1373285064398872
38,63.5128,1471.0112,15.7169,209.1487,4355.9719,30.3623,4.2493,0.9209999999999999,0.2348284028916982
39,55.507,575.0744,1.0134,194.0515,4270.7581,40.077,2.3678,0.8936,0.3091190679532789
40,45.0729,2166.2024,3.7235,1039.6676,4696.5733,60.8374,1.47,0.7905,0.29140040707036236
41,57.3118,654.492,13.2479,291.9889,6746.6092,62.5802,4.093,0.8042,0.264896032780197
42,42.1979,817.2891,12.5093,1132.2742,6235.9673,2.5861,2.3748,0.7119,0.04368409065432763
43,70.8957,1462.1533,5.2373,770.7029,2107.1033,68.6979,1.9359,0.7666,0.16552697764698054
44,49.558,1860.7146,1.3037,786.6181,633.1531,44.1173,1.4525,0.775,0.188936552163236
45,62.8007,1580.6177,15.0833,1373.967,8843.6606,49.7486,1.6482,0.8111,0.19958605299613366
46,51.2941,831.2939,5.6601,448.8094,2461.6796,26.6902,4.2231,0.7418,0.18880293905847176
47,58.1282,383.9049,3.6178,1630.3508,5962.7321,37.6389,1.7789,0.8168,0.22894900053686534
48,59.0021,1847.2799,9.163,1269.0633,7723.2541,63.4457,4.218,0.8587,0.11444536219451205
49,47.1332,2288.604,15.985999999999999,1920.895,2825.2715,69.3585,1.8739,0.7931,0.3112489557811437
50,72.8724,1949.3834,0.9838,843.8134,5933.3971,34.6328,1.5163,0.7624,0.24983779063799239
51,66.4944,1272.6488,13.4861,2053.5866,1041.2391,61.7293,1.3423,0.8320000000000001,0.22579691009448433
52,71.8856,2131.0052,10.1395,1256.9175,9035.4147,23.1294,2.1694,0.7175,0.20802240234783215
53,70.4203,1175.1967,7.5945,2035.3521,579.9495,74.2882,1.5358,0.7864,0.07949082587751283
54,60.6811,1397.9062,13.11,182.4537,4104.0886,54.4827,3.2013,0.8276,0.2401438782900917
55,71.3075,1305.3977,16.9484,1554.8185,5018.8838,69.2224,1.5465,0.7853,0.1466628093703854
56,43.9726,1248.2993,4.1976,1728.3823,7371.2613,42.6588,3.7025,0.7874,0.24353293852626678
57,47.4982,1882.1904,2.7165,233.5812,1163.9135,20.5505,3.6975,0.8984,0.2274588027509093
58,42.5535,1401.4569,16.032,1263.0694,4128.5089,38.3874,1.7121,0.9173,0.1507009431875898
59,51.7408,994.9751,11.8096,1699.6409,2820.0302,34.1318,3.4062,0.8938,0.17323834536570665
60,53.8186,881.6548,7.8115,1227.9614,2934.0882,29.785,3.7827,0.7329,0.1614667019680842
61,49.9702,455.1267,10.1531,254.4145,7262.8166,19.041,2.8147,0.7751,0.21800081380696607
62,68.2526,1510.6501,13.1366,1487.2120000000002,91.2529,67.7946,2.0046,0.8682,0.2212271102052946
63,52.7715,827.0898,13.6112,248.1163,6987.3495,7.8265,2.2748,0.9262,0.384706103424596
64,50.2847,668.7414,16.1534,1730.0414,7555.9614,79.2383,3.5245,0.7646,-0.13862203509957421
65,58.8704,1647.3391,7.6186,213.7292,8399.528,15.73,1.7403,0.9094,0.25572787240046513
66,45.6923,1700.3221,5.3089,398.4886,5854.0924,87.4661,1.8893,0.8743,0.32331801926693104
67,67.3821,1837.6125,11.3026,668.1197,3132.958,88.2322,1.2606,0.9282,0.5307007753147546
68,43.5153,1356.5768,7.4262,1369.5729,4002.6354,35.6382,2.123,0.7318,0.19679605358509247
69,73.4399,2112.2098,10.5225,2041.1421,9033.603000000001,88.1745,0.9918,0.7983,0.7711127854531782
70,66.3996,2194.0437,7.5,360.1624,8212.4282,77.5901,1.8406,0.8167,0.6022943054244363
71,47.5879,1944.4639,2.8784,408.8859,4339.187,7.477,2.0305,0.8595,0.23214683663732089
72,41.2511,1612.0487,8.3558,851.7035,8786.2463,84.5654,1.6034,0.8555,0.35762094169564407
73,67.8171,969.8256,12.1898,1766.7536,7672.4055,3.9193,1.0455,0.9112,0.3087481930772037
74,64.2549,2284.2259,14.0656,1044.2895,8397.002,16.344,2.5669,0.8963,0.3072081568239262
75,64.9814,912.5746,8.7695,759.1707,6374.3018,52.235,3.8099,0.7233,0.13106524064323793
76,66.3677,774.2515,3.0903,1228.2847,7994.1934,7.3261,1.8935,0.8185,0.15153046871198297
77,43.4987,1237.7145,7.4082,639.564,8310.5371,14.5448,1.5358,0.8009999999999999,0.15882200651927358
78,52.8277,492.075,13.8407,914.9251,893.9396,85.1147,1.7104,0.9313,0.29306637716820005
79,44.8705,2275.6136,7.3766,780.6976,8991.6944,88.7865,3.7984,0.8054,0.39328702464664383
80,69.3798,1520.7872,12.2869,1703.9460000000001,3134.4211,71.2679,2.5891,0.8618,0.24877379445456957
81,61.5142,1459.8658,9.0099,1939.1257,4120.0841,46.0506,1.1520000000000001,0.7739,0.2417158462705911
82,51.9235,1651.1442,4.4056,1616.682,7384.4483,80.3738,3.2458,0.8468,0.22717534102957945
83,43.1547,1343.8953,14.0114,989.1781,6206.6256,10.1035,1.2374,0.7567,0.1302264649502382
84,51.2702,444.1277,1.6877,1116.9377,8322.5351,84.17,0.8967,0.8444,-0.06316413340600874
85,51.736000000000004,1566.9942,9.3159,374.3593,3755.3908,31.4639,1.6041,0.9028,0.15941744168155092
86,65.0011,1767.9839,3.8459,1591.8012,3502.3538,76.9145,1.287,0.7153,0.13859015736056654
87,61.9819,1188.5519,1.3909,1297.3455,334.4813,59.7021,2.8685,0.8225,0.223134778103532
88,70.1706,1847.5605,8.9358,1896.4114,4331.7632,85.7192,2.4326,0.9279999999999999,0.28556434966578587
89,56.5586,821.3616,8.8774,522.2586,6755.3889,77.1987,3.2995,0.7463,0.140485287266128
90,44.9927,810.2834,12.4665,1616.9834,2833.636,79.2683,2.5303,0.7516,0.08687334467666383
91,64.4644,694.4461,13.1216,1470.0297,4331.7737,56.4383,2.1953,0.8151,0.07888429645083295
92,66.0237,1101.9457,12.8281,649.9849,2075.2281,74.3894,2.5834,0.9034,0.2593363648682542
93,59.4799,2021.1753,7.3195,1436.1707,7207.1736,67.6131,2.2513,0.8354,0.27303260024453313
94,66.3577,1984.214,11.1646,1939.3561,601.773,14.5355,0.8128,0.8234,0.09255344853990108
95,57.2665,1122.9023,10.2169,1927.7309,6582.0856,57.9394,3.1425,0.7303,0.09903714870146241
96,58.2156,1522.1131,7.5272,1538.47,3554.7670000000003,13.3369,4.1612,0.9235,0.018527778838848513
97,55.0933,1776.9677,10.5678,223.5952,426.3574,77.6246,2.2062,0.7877,0.28658521717087315
98,41.9037,848.8513,16.6269,1837.3287,7955.3882,6.0081,2.2124,0.7667,-0.05925602058474749
99,44.6088,707.4582,3.569,1417.3742,4563.5719,88.1055,0.8443,0.802,0.006936532128208495
100,42.1009,2263.2316,15.9089,737.2879,5598.4844,35.8379,3.9015,0.8026,0.1692701601354208
101,61.9443,1577.146,1.1553,496.0987,6829.2064,15.3382,4.0417,0.8123,0.21561039299867332
102,51.3809,2281.2666,5.5682,356.9925,6115.541,83.5267,3.6219,0.8631,0.17704291195659277
103,57.7511,1035.6885,5.2178,227.8318,6818.3208,4.1788,1.0635,0.9027,0.1800997990648179
104,70.8382,1742.5518,11.0724,1605.974,7109.7435,42.0305,3.9371,0.7238,0.05313854257267868
105,49.2468,812.8514,2.5015,591.2412,5504.1951,68.7803,0.7653,0.8195,0.1628707815720007
106,54.5306,887.5415,15.5034,176.9563,3431.4073,28.362,2.2878,0.8025,0.07651249639687518
107,65.8521,1372.6874,14.5722,907.31,2295.4252,47.265,2.4907,0.7135,0.2002519221103118
108,48.5746,1000.5889999999999,11.5173,1074.3954,8413.8186,62.5578,3.6974,0.8914,0.06257112323286895
109,43.5949,706.4529,8.1651,460.816,9035.3535,84.9797,3.3965,0.7341,0.23111481819402874
110,50.5738,890.7936,16.3795,215.7149,3357.4492,9.2839,3.5639,0.7364,0.37266284072317246
111,46.3581,451.2585,14.6102,499.7701,1082.1404,14.1436,3.8201,0.7218,0.45204247229346367
112,71.5641,1745.2454,8.8731,1459.126,2104.3433,45.4857,2.4018,0.7554,0.2225513787542212
113,67.5763,1334.3995,12.3794,290.4998,6260.1442,37.4287,3.5029,0.7501,0.17357127976270775
114,61.8456,564.4545,10.0436,1216.2103,1644.3335,36.7443,0.9249,0.7879,0.25406533525302727
115,69.6539,714.3336,10.4073,416.1388,7275.1909,26.5982,2.2877,0.8567,0.18953341448331312
116,67.4304,580.4997,5.9592,512.6216,8600.4694,50.1038,0.7877,0.7231,0.11274826587544795
117,47.1895,1567.539,8.2287,899.1008,8977.1769,78.8575,3.9918,0.9009999999999999,0.0393707714632226
118,70.3459,564.3912,1.5823,326.882,127.0915,14.4732,4.1478,0.7832,0.02844638214108236
119,58.7604,1841.7295,6.4157,468.5955,8926.1964,19.3185,0.9824,0.845,0.2929054105397991
120,67.554,421.7717,12.2748,812.7049,6904.914000000001,59.9205,2.6065,0.7138,-0.0012473829930638725
121,70.4618,864.6596,16.7302,774.9487,820.0624,5.1389,1.8555,0.7919,0.16739668612451883
122,51.5005,2105.6536,16.9006,1596.5136,3891.4048,60.1826,1.9185,0.7116,0.29920089835803004
123,44.6797,1772.5459,9.8496,275.8908,6532.5867,28.1575,2.31,0.7476,0.11431957165725966
124,48.5463,523.2847,10.7306,1814.1981,8912.5764,32.0255,1.1313,0.81,-0.012083700250028029
125,55.0791,1971.0822,3.4448,1727.6199,1562.7998,36.2766,1.3329,0.8292,0.18066657811410344
126,67.9009,1336.1769,12.2658,1629.251,1225.1637,31.2887,2.7685,0.7449,0.2605297818938809
127,69.30199999999999,2020.7322,1.4531,735.2087,4420.9913,75.107,0.7465,0.8756,0.3320091807925428
128,41.298,1544.6016,5.1579,1740.6396,9018.4203,84.4531,2.8497,0.7528,0.29596406500413336
129,57.8225,1701.5292,11.7994,487.3892,9048.8409,48.9743,1.8330000000000002,0.7367,0.28530230881485935
130,54.7611,2304.6545,5.6015,373.0582,2154.2115,51.9928,3.6909,0.7847,0.15806701167388656
131,48.3551,831.6841,1.0928,217.4927,3002.1237,6.4122,2.8504,0.8329,0.1629003532225733
132,45.0016,1589.5083,14.6297,1968.6021,8461.3808,63.6968,3.2417,0.9294,0.2103628908059333
133,52.1438,1272.8709,5.6018,732.543,6855.2728,52.1907,1.0928,0.8036,0.17683000540780938
134,71.9974,458.4254,1.3224,1926.1291,9057.5322,4.6217,1.6409,0.8052,0.1791875156768386
135,51.6711,410.0829,1.5246,663.2364,8323.3553,17.8157,4.2862,0.7242,0.441035903759857
136,58.0863,612.8052,4.5879,1906.4478,2035.3355,18.1292,2.2483,0.8802,0.21759837329998408
137,64.12899999999999,1638.1699,3.3115,1899.3269,7086.0509999999995,15.3684,1.9776,0.7512,0.28867452988607245
138,52.9971,1479.6256,13.6331,1937.9907,490.98699999999997,58.8351,3.8417,0.8756,0.2527691756493523
139,72.9445,1453.0492,5.7984,1100.9186,7624.9049,82.8818,0.7983,0.9122,0.2068851418599622
140,72.6383,443.7276,14.1593,1824.9582,5619.2369,68.134,2.6143,0.8807,0.07942421450426103
141,49.3285,1290.2517,3.2393,1991.0316,8907.1557,42.6783,1.4397,0.853,0.0034087788690139176
142,57.3798,2171.3638,8.7617,765.057,8943.615,36.1431,2.0112,0.8444,0.3081185758652766
143,50.9388,1151.4799,12.1399,949.6093,511.8515,34.575,1.4017,0.8113,0.16579806158944738
144,50.4128,1591.3987,11.515999999999998,1537.7135,1529.2301,53.7191,0.8155,0.743,0.19241211322321586
145,42.2799,1891.1461,10.6356,717.5625,4530.9767,32.1473,2.1862,0.8831,0.1503713946311324
146,61.0637,1899.0929999999998,16.2387,1605.3985,8196.7251,20.2843,3.5353,0.8165,0.27050515653397056
147,57.5579,1386.9649,4.1858,274.1479,7593.4892,53.8614,4.1244,0.8492,0.19817529540162854
148,42.7585,2042.3457,8.7763,1154.4589,8983.8401,34.9536,2.9368,0.7937,0.24007262737340193
149,50.2096,1139.4553,15.5319,368.9549,5772.5058,1.3889,2.0861,0.7554,0.09155312994632134
150,70.8611,2101.8347,1.5783,703.7856,2419.8903,2.1115,3.4652,0.8892,0.2466113931324329
151,48.9276,846.9556,1.1974,635.8482,273.4402,24.5638,2.5074,0.7867,0.23582644927406426
152,45.8226,924.3408,4.2685,1772.0654,2107.9523,45.8022,2.0093,0.9025,0.23286254487649133
153,57.1241,484.8764,11.1876,508.369,6302.8573,31.7034,1.3269,0.9243,0.3044303838903502
154,73.3993,1921.6502,4.7285,1712.3787,8630.5585,2.274,3.5604,0.8944,0.406806578969928
155,49.0094,1189.1444,3.5231,1684.0126,3016.5583,20.0195,2.49,0.7394,0.3498647740065733
156,63.11600000000001,825.455,8.1719,1106.2631,8161.5855,8.7239,4.1673,0.8999,0.3255709920562813
157,66.0511,830.6289999999999,10.8514,587.3257,3702.7581,84.6816,3.5813,0.8258,0.1217253515683707
158,48.8645,2126.4241,4.5325,573.724,2899.4097,28.0129,2.1989,0.7644,0.20813792574341966
159,64.9555,1995.8337,5.435,1039.7739,4759.4534,1.4461,3.3603,0.7317,0.25347730929281775
160,53.1333,1453.2453,10.8507,146.7177,4142.0996,59.006,2.3197,0.7726,0.19433845841129152
161,61.8096,1574.3468,16.6007,1169.8335,8514.8702,20.8481,0.9677,0.7414,0.19694746529767382
162,61.8498,1299.9711,11.9098,1994.9742,4383.061,50.6432,2.5488,0.7168,0.15528253914564738
163,58.6434,1140.0135,13.7821,432.3799,2612.5213,13.5659,3.8123,0.9292,0.3121955468463236
164,44.0315,2153.6651,6.5795,1252.0578,7854.2683,87.8351,3.775,0.8947,0.13855061024815662
165,68.4679,625.1594,4.9427,2012.5942,9302.6634,86.6092,2.7598,0.8743,0.010849102507896058
166,51.5916,1191.8373,8.0934,1814.3379,6051.5249,58.5978,2.0542,0.7537,0.1433436845665035
167,47.1878,1048.859,14.2015,1794.4803,2363.3011,63.163000000000004,0.7152,0.7172,0.24129091986425857
168,42.4074,1346.0764,8.1285,1738.6193,2255.2974,38.0886,1.8058,0.8182,0.23557931962593287
169,60.4513,1267.6663,14.8868,734.5259,575.7617,85.889,4.2614,0.8749,0.25503125460693443
170,63.2941,1386.2091,17.3456,1873.2621,757.3986,37.8979,3.3083,0.9237,0.2636169345844424
171,41.6141,652.8442,1.4768,1972.5768,8525.843,21.4738,3.2761,0.8974,0.19490394914857662
172,57.8667,1375.0858,1.016,1100.2117,935.3977,10.4137,3.4335,0.9084,0.0804133011922168
173,48.4991,851.1968,2.8194,823.7059,4532.2453,18.6802,2.9232,0.7638,0.19379146835495112
174,62.2317,738.7888,6.8834,940.5138,6514.746999999999,51.1314,2.7992,0.7454,0.11746636190700428
175,46.7892,507.5439,2.4983,783.8328,7926.5026,21.975,2.3206,0.7658,0.20701731814792051
176,63.7328,1857.9271,15.3012,545.3768,1628.9168,58.4433,2.2855,0.7417,0.2753242503057315
177,53.7549,1209.2442,0.6307,1340.3674,4100.4162,34.1941,3.8308,0.8874,0.1250238245783359
178,71.7947,1594.7295,5.6964,1231.0122,2372.7493,79.17699999999999,2.1028,0.9105,0.22595214337799166
179,45.5807,1790.0823,3.4271,1035.1931,2413.0238,49.9072,3.7202,0.779,0.1926102864802479
180,52.257,1696.6596,16.3549,317.1314,2858.3094,55.6227,3.7109,0.9047,0.2031012334755372
181,44.7919,1292.5695,11.8187,1689.7545,5485.3203,49.7362,3.469,0.7233,0.07440274467898753
182,71.4,1132.7218,16.0172,471.9829,194.3437,79.0607,0.8149,0.8607,0.08905117617707436
183,69.8467,1109.6188,17.061,353.7779,3831.3655,5.7826,1.2142,0.8276,-0.061331289457559224
184,49.5305,1620.6704,8.8348,1349.4189,1773.2073,6.1328,1.8177,0.7722,0.3468477108179956
185,62.7175,1339.5813,4.2861,909.9997,9009.3286,62.6761,3.7464,0.8807,0.12112601663831624
186,67.8749,2025.2783,3.5834,246.5726,5444.6363,68.5786,3.8395,0.7579,0.08646627504040579
187,59.2806,2074.7595,4.0887,825.6586,8091.0235,38.7758,0.8290000000000001,0.8029999999999999,0.3046203420144556
188,58.4425,712.1399,12.4958,1640.5851,1855.3704,31.531,1.854,0.8678,0.26023928908380156
189,49.0028,645.7126,0.9301,1334.1033,7552.4121,24.9032,3.7567,0.7858,0.32798583921100605
190,44.1238,1602.0004,1.1191,839.7905,3887.1574,21.0216,1.5824,0.9,0.20513644066097445
191,70.4987,964.997,10.757,505.0161,1688.4884,81.4129,4.2114,0.9022,0.19153048317213428
192,70.6037,418.0171,11.344000000000001,1366.5006,7100.1316,26.4358,2.4497,0.7558,-0.021281063813649748
193,61.8357,2101.7369,11.7457,1867.2678,7107.2342,57.8933,4.0714,0.8083,0.23792482168018286
194,52.1902,821.1669999999999,6.6673,1394.8461,9276.1259,70.2838,2.2308,0.8065,0.007185439879535904
195,52.5241,2180.3775,14.1809,1721.1032,7282.7488,2.0879,1.8507,0.8016,0.35893089448088106
196,64.8813,1770.4233,9.467,1150.6006,1387.7676,3.1492,1.9904,0.8219,0.3101104657832358
197,70.4952,1857.9289,2.0556,1535.2287,3031.777,29.8225,3.8795,0.7275,0.18392570178954543
198,70.1664,771.9382,14.0278,1884.2462,4229.7673,62.1659,1.8756,0.9032,0.25749557560768915
199,66.6499,835.2813,16.7276,1643.3235,1215.1438,23.375,3.1014,0.7751,0.22414295642039994
200,62.1286,1390.8113,1.2692,1910.9276,7348.6076,0.2622,2.3793,0.7115,0.39598726334338485
201,43.8298,715.1189999999999,7.0043,973.6241,4925.0279,25.8126,4.0872,0.8624,0.10567757123204306
202,46.3714,973.1361,8.6689,1899.8971,8799.1047,8.1634,1.2554,0.8547,0.12534650729380187
203,70.5426,1004.1581,2.7654,1346.4738,5505.6475,19.6863,2.2302,0.9282,0.061273324450086694
204,60.9609,690.9879,15.25,1832.9907,4889.7931,29.8272,1.1297,0.8699,0.2398287688428781
205,41.3717,779.1396,5.1486,206.5677,702.9819,11.5438,2.7713,0.7846,0.16926242628802055
206,44.3983,1908.0461,13.7839,1417.5186,1425.5917,63.0883,2.137,0.9214,0.2429476590659469
207,62.8329,705.6291,11.8449,1789.7713,7918.8175,22.9402,0.8992,0.7918,0.06967784988010646
208,41.236000000000004,437.1493,10.5822,470.5506,9227.7923,59.0534,3.7548,0.8924,0.3620165709929158
209,46.3445,1599.9762,3.556,1425.2223,3890.836,53.5218,2.0379,0.7852,0.2512072555998918
210,59.0685,2270.7537,4.0504,1744.6983,7553.0648,80.1728,2.4654,0.7219,0.38055260068523816
211,63.7642,1023.0284,1.0496,693.2633,5860.6207,7.9675,2.1537,0.8731,0.18056358375521442
212,62.4543,611.6966,4.3967,922.9261,8934.59,19.258,2.4474,0.7884,0.17076472608010157
213,48.426,1485.865,6.2096,1244.5629,2249.0114,77.2434,0.7377,0.7859,0.1260637944826149
214,64.4295,2136.0114,14.6517,1145.9796,5093.226,73.4066,3.6303,0.8692,0.20606493875145476
215,48.8518,1899.3572,6.5723,206.2013,3831.6393,17.2524,1.8815,0.7822,0.12830144637594862
216,51.7431,1586.7416,13.2925,322.666,5064.2944,9.7325,3.3009,0.7372,0.24410654859984784
217,65.5549,991.7616,7.8367,326.1795,2533.9058,76.4468,0.9135,0.8004,0.07434559322643625
218,62.378,1430.6994,13.8161,642.9801,4656.5337,16.0074,2.5747,0.893,0.17729068878028564
219,68.9245,558.6525,17.1293,610.8621,5834.825,77.77199999999999,3.9682,0.7398,0.028103281080908316
220,62.6397,1695.9412,4.3817,1582.7117,793.7777,85.7942,2.1201,0.8335,0.08459825052043854
221,59.7105,1785.2496,15.1571,1250.8806,6930.8138,19.8105,1.3926,0.7403,0.1862259902344655
222,44.1425,2249.5609,10.9938,1625.3046,6592.6567,75.0337,1.0372,0.722,0.6264051817173021
223,53.1311,885.9879,14.3774,266.3237,8205.6656,37.9061,3.7882,0.7947,0.3325253190010901
224,49.7686,417.7959,11.509,1079.5001,3989.8546,70.4338,1.5430000000000001,0.8564,0.12855429392376114
225,49.0729,1437.9142,7.5686,763.4096,612.508,36.4412,4.2081,0.7718,0.23058630067619557
226,72.9847,1749.8256,4.178,1793.6172,4320.039000000001,6.4044,1.5756,0.8095,0.3639428858690611
227,53.9636,1911.6370000000002,1.4423,1515.2929,1316.7493,63.6525,2.4196,0.8196,0.22577486990059395
228,70.3291,756.9939,9.4998,1831.4433,6044.8051,13.5609,2.3364,0.8969,0.14398084601400446
229,61.7713,888.6111,17.3725,220.3724,477.6913,82.7557,0.9031,0.8919,0.08170291490507917
230,67.1398,1374.0203,13.0055,1540.8136,3508.9218,37.3637,2.6037,0.7116,0.16028065690632487
231,57.5565,1021.8422,5.8964,1186.7848,808.8660000000001,7.4387,3.1134,0.8025,0.20778469492840868
232,59.9924,2047.2988,14.5489,1744.7871,71.8291,20.4944,3.3649,0.856,0.1861484954779601
233,57.2246,1298.877,13.5411,1122.4702,8948.4815,77.0062,2.5702,0.8993,0.10441314150217734
234,47.474,1929.3846,5.1051,1187.1778,9278.3464,28.7483,3.6199,0.7219,0.12232968658401447
235,64.7664,1505.6663,0.4777,230.8285,5192.1499,76.4545,3.4010000000000002,0.8498,0.24387817798133252
236,50.2793,1878.1254,2.2754,1438.411,2256.6029,15.4859,1.3807,0.897,0.18723251272123873
237,41.8676,1025.8521,15.4162,664.2669999999999,8489.8236,41.8623,2.1323,0.7674,0.02080103719856058
238,62.2415,1990.9959,14.7109,168.0299,8600.5283,78.4093,1.1947,0.7564,0.9404470803879342
239,46.8792,913.4186,5.3401,259.5513,7965.0264,4.4443,1.1616,0.8144,0.14503504819157112
240,71.917,1438.8631,5.1667,2003.7969,5088.9067,27.2502,3.2563,0.9236,0.10909730380342805
241,72.3589,796.2159,13.9545,807.0755,733.3717,81.2251,2.5987,0.8641,0.1650617234000071
242,71.0776,1302.2951,16.4622,1829.1274,860.7617,53.2984,2.8539,0.8048,0.20760720813934197
243,53.2112,997.7968,13.7169,2008.4796,8355.5481,63.9678,3.3289,0.7157,-0.04998994266820708
244,41.577,898.1911,10.7126,1976.3494,8162.7216,75.1889,1.6821,0.8340000000000001,0.013475525274577738
245,71.5188,2253.3411,4.4306,1855.8528,4069.058,46.7981,2.1314,0.7881,0.23064923725721181
246,55.1144,691.8474,9.3307,1881.5386,3083.8011,75.4775,2.875,0.7521,0.1919493076765856
247,72.7763,1905.6736,4.2721,695.3362,6013.9898,57.0631,1.0284,0.8215,0.3003880687855246
248,72.6767,2286.5868,14.2167,426.042,7524.3338,61.242,3.694,0.7865,0.3021494348899251
249,69.0487,420.5924,6.9283,1381.1205,6826.0001,13.7539,1.9218,0.7197,0.09830117846441705
250,50.7279,1734.8029,14.6613,1085.1612,5749.4962,83.8247,3.0631,0.8713,0.23721391224962515
251,53.7012,871.5023,6.8357,322.8121,2187.5624,71.085,4.2822,0.8729,0.23507883680526806
252,68.9873,460.43,14.495999999999999,1456.0688,2474.9883,22.7865,2.3993,0.8477,0.18549473182500947
253,51.465,1161.7318,5.9997,1231.5274,6755.3584,51.8249,1.4569999999999999,0.8968,0.08542299243163241
254,46.6294,2191.8667,7.8487,1819.3214,7483.8256,33.6844,1.462,0.7559999999999999,0.23617157457435056
255,59.3331,404.8472,10.8841,1322.2275,1117.6071,58.9916,0.8971,0.7743,0.19317158588643366
256,71.7759,1519.727,1.4467,1253.2337,1777.5373,88.7027,3.4552,0.8124,0.1538003660556647
257,63.8998,1352.3574,16.6435,992.4442,6351.053000000001,4.2074,1.7407,0.7244,0.10173459116471394
